prompt,outdir,skip_grid,skip_save,ddim_steps,fixed_code,ddim_eta,n_iter,H,W,C,f,n_samples,n_rows,scale,device,from_file,seed,unet_bs,turbo,precision,format,sampler,ckpt
'betty the turtle',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,533095,1,True,autocast,png,,
'copping the new COVID booster',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,976395,1,True,autocast,png,,
'Walter White with a test tube full of Cheetos',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,42437,1,True,autocast,png,,
'demon pickle',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,684541,1,True,autocast,png,,
'demon king pickle',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,924760,1,True,autocast,png,,
'a minecraft block of meth',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,433464,1,True,autocast,png,,
'😠 💪',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,192799,1,True,autocast,png,,
'a picture of william by norman rockwell',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,728451,1,True,autocast,png,,
'a cubist portrait of William',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,114027,1,True,autocast,png,,
'abstract painting of william',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,291568,1,True,autocast,png,,
'Mr. X IS BACK',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,26131,1,True,autocast,png,,
'herson holding his bowels after eating a big burrito',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,732336,1,True,autocast,png,,
'a cute black cat',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,365356,1,True,autocast,png,,
'long black cat',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,758607,1,True,autocast,png,,
'towel slap',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,907682,1,True,autocast,png,,
'powerful black cat',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,908806,1,True,autocast,png,,
'jason presidential portrait',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,157479,1,True,autocast,png,,
'all American presidents fused into one creature',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,285454,1,True,autocast,png,,
'Walter White played by a cat',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,126248,1,True,autocast,png,,
'walter white ate all the yummy food and is now big and round',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,991846,1,True,autocast,png,,
'plonker',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,502537,1,True,autocast,png,,
'Danny Devito as Michael D Higgins',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,678671,1,True,autocast,png,,
'Cat as Walter White',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,784813,1,True,autocast,png,,
'Dwayne Johnson as Barack Obama',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,701990,1,True,autocast,png,,
'Chris Pratt as Martin Luther King Jr.',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,586969,1,True,autocast,png,,
'garfield has eaten john',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,41507,1,True,autocast,png,,
'a chef tenderizing a brain',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,906459,1,True,autocast,png,,
'nightmare fuel',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,942983,1,True,autocast,png,,
'reagan with a ray gun',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,978,1,True,autocast,png,,
'the CHAD gore vidal',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,496438,1,True,autocast,png,,
'the VIRGIN William F. Buckley',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,252049,1,True,autocast,png,,
'the CHAD Al Gore',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,544677,1,True,autocast,png,,
'the VIRGIN George Bush',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,614448,1,True,autocast,png,,
'fat black cat',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,485992,1,True,autocast,png,,
'fat orange cat',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,196405,1,True,autocast,png,,
'tabby cat in garden',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,537910,1,True,autocast,png,,
'cubist depiction of a fat orange cat',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,87212,1,True,autocast,png,,
'cartoon of a small black cat',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,410743,1,True,autocast,png,,
'bodybuilder Garfield',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,801231,1,True,autocast,png,,
'spaghetti monster Garfield',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,994484,1,True,autocast,png,,
'Garfield in the Vietnam war',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,79818,1,True,autocast,png,,
'Garfield shows Jason the sentient cum',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,771985,1,True,autocast,png,,
'bee and puppycat',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,180343,1,True,autocast,png,,
'Jason petting a fat orange cat',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,740845,1,True,autocast,png,,
'Jason as Garfield',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,692207,1,True,autocast,png,,
'official garfield popsicle',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,430672,1,True,autocast,png,,
'garfield moai statue',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,473042,1,True,autocast,png,,
'Danny Devito moai statue',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,408296,1,True,autocast,png,,
'Ralis moai statue',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,846202,1,True,autocast,png,,
'Garfield gyroid',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,747654,1,True,autocast,png,,
'garfield's monday related catch-phrase',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,413656,1,True,autocast,png,,
'Willem Dafoe moai statue',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,7741,1,True,autocast,png,,
'Kim Jung un Garfield',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,984420,1,True,autocast,png,,
'💪 🐣',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,726012,1,True,autocast,png,,
'🐣💪',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,641001,1,True,autocast,png,,
'buff chicken',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,547749,1,True,autocast,png,,
'extremely muscular and ripped buff chicken',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,934593,1,True,autocast,png,,
'extremely muscular and ripped buff william',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,535900,1,True,autocast,png,,
'the queen with big muscles',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,969071,1,True,autocast,png,,
'creamy macaroni and cheese humanoid',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,299541,1,True,autocast,png,,
'Mac and cheese queen',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,707178,1,True,autocast,png,,
'Biden celebrating with the IRA',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,402626,1,True,autocast,png,,
'the irish republican army',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,368541,1,True,autocast,png,,
'Irish famine',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,31433,1,True,autocast,png,,
'king william',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,939476,1,True,autocast,png,,
'The Great Cheetos Famine',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,34328,1,True,autocast,png,,
'The Irish Cheetos Famine',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,138014,1,True,autocast,png,,
'Biden is in the IRA',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,603272,1,True,autocast,png,,
'Joseph O'Biden',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,79574,1,True,autocast,png,,
'joe biden inflation',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,331916,1,True,autocast,png,,
'jar jar binks in a world war two photograph',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,638266,1,True,autocast,png,,
'jar jar binks star wars in a vietnam war photograph',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,22634,1,True,autocast,png,,
'Pixar Toilet',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,918701,1,True,autocast,png,,
'king bob the minion',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,750997,1,True,autocast,png,,
'🥳',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,741628,1,True,autocast,png,,
'Patrick graduating from University',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,807540,1,True,autocast,png,,
'Danny Devito emoji',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,269692,1,True,autocast,png,,
'Patrick mii',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,644413,1,True,autocast,png,,
'Patrick Star Mii',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,58222,1,True,autocast,png,,
'mountain made out of uncircumcised penises',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,750547,1,True,autocast,png,,
'mount penis',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,654235,1,True,autocast,png,,
'massive penis in the sky',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,472205,1,True,autocast,png,,
'tricky dick',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,367567,1,True,autocast,png,,
'dick van dyke with two dicks',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,303948,1,True,autocast,png,,
'human inside out',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,780876,1,True,autocast,png,,
'edward-penis-hands',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,597674,1,True,autocast,png,,
'mountain fleshy penis',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,127865,1,True,autocast,png,,
'penis with huge biceps',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,522054,1,True,autocast,png,,
'🐈‍⬛',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,859908,1,True,autocast,png,,
"'a salty, scurvy, pirate'",/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,975913,1,True,autocast,png,,
'a salty scurvy pirate',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,913507,1,True,autocast,png,,
'a salty scurvy pirate',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,257346,1,True,autocast,png,,
'a salty scurvy pirate',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,469731,1,True,autocast,png,,
'a salty scurvy pirate',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,801685,1,True,autocast,png,,
'a salty scurvy pirate',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,486548,1,True,autocast,png,,
'a salty scurvy pirate',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,612670,1,True,autocast,png,,
'jason having sweet dreams in bed',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,355268,1,True,autocast,png,,
'harold chugging mayo 10 hour version',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,26783,1,True,autocast,png,,
'that time i got the nastiest trolljob',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,375451,1,True,autocast,png,,
'a meme featuring William',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,907540,1,True,autocast,png,,
'I shit the pants in this relationship',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,429325,1,True,autocast,png,,
'squizzard',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,412470,1,True,autocast,png,,
'Waughin Jarth',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,768763,1,True,autocast,png,,
'meaty schlong',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,190372,1,True,autocast,png,,
'a beautiful penis',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,709307,1,True,autocast,png,,
'mountain made of flesh',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,725174,1,True,autocast,png,,
'joe mamma',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,810742,1,True,autocast,png,,
'DJ Shadow Elite',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,439941,1,True,autocast,png,,
'jason goes to jail for identity theft',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,402529,1,True,autocast,png,,
'Danny devito as the poop man',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,860368,1,True,autocast,png,,
'jamiroquai',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,765481,1,True,autocast,png,,
'Danny Devito cherub',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,399584,1,True,autocast,png,,
'jason gets beat up by danny devito',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,556562,1,True,autocast,png,,
'banksy's true identity',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,624171,1,True,autocast,png,,
'Bailey trapped in a legally binding verbal agreement',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,548723,1,True,autocast,png,,
'me with 000',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,484453,1,True,autocast,png,,
'Mariah with a lot of money',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,774176,1,True,autocast,png,,
'William Dollars',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,21531,1,True,autocast,png,,
'Quibble Quids',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,805156,1,True,autocast,png,,
'patient treated for ligma',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,769726,1,True,autocast,png,,
'ranch transfusion',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,949200,1,True,autocast,png,,
'the best currency',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,206365,1,True,autocast,png,,
'John F. President',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,101050,1,True,autocast,png,,
'Elon Musk scam',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,551226,1,True,autocast,png,,
'Elon Musk free bitcoins',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,730531,1,True,autocast,png,,
'best splatoon player',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,600919,1,True,autocast,png,,
'zombie elon musk',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,126866,1,True,autocast,png,,
'mutant elon musk',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,480991,1,True,autocast,png,,
'penis cryptocurreny',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,314093,1,True,autocast,png,,
'the penis pumper 45',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,881914,1,True,autocast,png,,
'the penis pumper 9000',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,366172,1,True,autocast,png,,
'inflatable scrotum',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,788432,1,True,autocast,png,,
'nutsack full of medicine ball',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,367507,1,True,autocast,png,,
'the basketball tree',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,362983,1,True,autocast,png,,
'titties on a ballsack',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,16010,1,True,autocast,png,,
'nikado avocado fat and naked',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,642241,1,True,autocast,png,,
'an obese and pregnant carrot',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,142780,1,True,autocast,png,,
'the world's biggest bell pepper',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,592032,1,True,autocast,png,,
'a suspicious looking pepper',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,774666,1,True,autocast,png,,
'Gene wearing overalls while being pregnant',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,174861,1,True,autocast,png,,
'Shaquille O'Neal dunking on a child',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,805992,1,True,autocast,png,,
'pregnant william',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,707088,1,True,autocast,png,,
'jason peeing in the potty',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,631137,1,True,autocast,png,,
'jason in a big diaper',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,236076,1,True,autocast,png,,
"'jason as an adult, wearing his big boy diaper'",/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,288267,1,True,autocast,png,,
'jason morbing out in his favorite diaper (as he usually does)',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,841151,1,True,autocast,png,,
'the flesh pile',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,383760,1,True,autocast,png,,
'JERMA',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,424376,1,True,autocast,png,,
'jason has hair that is trying to kill him',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,433284,1,True,autocast,png,,
'jason with bigger cheeks (ass)',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,105970,1,True,autocast,png,,
'jason but his butt is his face and his face is his butt',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,354228,1,True,autocast,png,,
'william but his butt is his face and his face is his butt',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,376243,1,True,autocast,png,,
'Shaquille O'Neal dunking my head into a toilet',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,457699,1,True,autocast,png,,
'Shaquille O'Neal in breaking bad',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,84179,1,True,autocast,png,,
'sexy super mario',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,80541,1,True,autocast,png,,
'Splatoon 3. Gently Sucked on. 5',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,927413,1,True,autocast,png,,
'Irish Shaquille O'Neal',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,600448,1,True,autocast,png,,
'Shaquille O'Neal in Dublin',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,786455,1,True,autocast,png,,
'department of Homeland security (ANAL position)',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,584411,1,True,autocast,png,,
'the creation of the bible',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,709647,1,True,autocast,png,,
'the creation of the William',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,14146,1,True,autocast,png,,
'William creating existance',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,419482,1,True,autocast,png,,
'william being assembled',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,583931,1,True,autocast,png,,
'William devouring his son',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,715426,1,True,autocast,png,,
"'Love potion, 4k digital art'",/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,480616,1,True,autocast,png,,
"'Male love potion, 4k digital art'",/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,54354,1,True,autocast,png,,
'Darth Vader by Francisco Goya',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,538823,1,True,autocast,png,,
'Goya Beans by Francisco Goya',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,732122,1,True,autocast,png,,
'3x world champion Mr. Goya',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,766736,1,True,autocast,png,,
'my lungs drowning in applesauce',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,303680,1,True,autocast,png,,
'herson in a pool filled with applesauce',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,997441,1,True,autocast,png,,
'tim drinking applesauce',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,673386,1,True,autocast,png,,
'Apple Burger',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,54996,1,True,autocast,png,,
'an apple a day keeps the pingas away',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,213168,1,True,autocast,png,,
